discoverymethod,description,periastrontime,discoveryyear,eccentricity,semimajoraxis,period,name,mass,periastron,list,lastupdate
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,226.890470000,Kepler-712 c,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,7.411141000,Kepler-713 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,8.098887990,Kepler-714 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,10.006529950,Kepler-715 b,,,Confirmed planets,16/05/10
transit,This planet was discovered by Morton et al. 2016. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here are those reported by Morton et al. 2016 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2016,,,10.37168453,Kepler-716 b,,,Confirmed planets,16/05/10
transit,This planet was discovered by Armstrong et al. 2020. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here are those reported by Armstrong et al. 2020 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2020,,,3.96999000,Kepler-716 c,,,Confirmed planets,20/09/03
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,4.408400230,Kepler-717 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,2.052349900,Kepler-718 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,5.007317780,Kepler-719 b,,,Confirmed planets,16/05/10
transit,,,2013,,0.0484618,3.9050814125,Kepler-71 b,,,Confirmed planets,13/03/25
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,4.708326540,Kepler-720 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,5.392025390,Kepler-721 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,4.093573250,Kepler-722 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,105.144749000,Kepler-722 c,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,4.082275070,Kepler-723 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,3.314946340,Kepler-724 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,39.643178110,Kepler-725 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,21.804510880,Kepler-726 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,5.154484420,Kepler-727 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,5.743477270,Kepler-728 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,3.166353710,Kepler-729 b,,,Confirmed planets,16/05/10
transit,This planet was discovered by Morton et al. 2016. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here are those reported by Cañas et al. 2019 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2016,,0.069400,6.49168281,Kepler-730 b,,,Confirmed planets,19/01/17
transit,This planet was discovered by Cañas et al. 2019. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here are those reported by Cañas et al. 2019 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2018,,0.039970,2.85188338,Kepler-730 c,,,Confirmed planets,19/01/17
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,3.855603550,Kepler-731 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,9.467814050,Kepler-732 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,0.893041240,Kepler-732 c,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,20.834247260,Kepler-733 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,6.104852860,Kepler-734 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,11.515169880,Kepler-735 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,3.601472010,Kepler-736 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,28.599153990,Kepler-737 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,24.587215730,Kepler-738 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,12.532484650,Kepler-739 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,3.584101220,Kepler-740 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,7.039023740,Kepler-741 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,8.360868240,Kepler-742 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,3.179262920,Kepler-743 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,12.062224430,Kepler-744 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,9.931435560,Kepler-745 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,3.481592510,Kepler-746 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,35.617605870,Kepler-747 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,7.407427930,Kepler-748 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,17.317165850,Kepler-749 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered with the Kepler telescope and confirmed with the SOPHIE and HARPS-N spectrographs. Originally announced to be in an eccentric orbit, the later re-analysis by Bonomo et al. (2015) indicated that the orbit was compatible with being circular. The planet was first announced in 2012.",,2012,0,0.0781,7.340711,Kepler-74 b,0.63,,Confirmed planets,15/01/27
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,9.428871790,Kepler-750 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,4.088990220,Kepler-750 c,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,17.444906360,Kepler-751 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,18.827472650,Kepler-752 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,5.747725010,Kepler-753 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,14.559623700,Kepler-754 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,1.269090370,Kepler-755 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,2.853133640,Kepler-755 c,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,1.224866320,Kepler-756 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,1.022678820,Kepler-757 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,12.109710400,Kepler-758 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,4.757939860,Kepler-758 c,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,20.496619700,Kepler-758 d,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,8.193471900,Kepler-758 e,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,41.805985000,Kepler-759 b,,,Confirmed planets,16/05/10
transit,This planet was discovered with the Kepler telescope and confirmed with the SOPHIE and HARPS-N spectrographs. The planet is on a very eccentric orbit and at the boundary between regimes where the tides from the host star can explain circularization and where tidal effects are negligible.,,2013,0.570,0.0818,8.8849116,Kepler-75 b,10.1,63.5,Confirmed planets,13/03/26
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,8.704194160,Kepler-760 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,2.466974390,Kepler-760 c,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,10.128047890,Kepler-761 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,3.770552100,Kepler-762 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,1.196551560,Kepler-763 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,7.336839360,Kepler-764 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,27.665522600,Kepler-765 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,6.100278040,Kepler-766 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,161.528010100,Kepler-767 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,11.391002500,Kepler-768 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,7.426089980,Kepler-769 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,15.987017400,Kepler-769 c,,,Confirmed planets,16/05/10
transit,"This planet was discovered in a Kepler lightcurve using the BEER algorithm (BEaming effect with Ellipsoidal and Reflection modulations). Follow-up observations using spectra from TRES and SOPHIE confirmed the planetary nature of the object. The planet has the nickname ""Einstein's Planet"" because the confirmation method makes use of special relativity.",,2013,,,1.54492875,Kepler-76 b,2.01,,Confirmed planets,15/12/03
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,18.925402740,Kepler-770 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,1.475322310,Kepler-770 c,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,4.152447220,Kepler-770 d,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,8.734858360,Kepler-771 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,12.992073370,Kepler-772 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,3.749100060,Kepler-773 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,11.089572300,Kepler-774 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,0.974868930,Kepler-775 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,4.897187840,Kepler-776 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,5.728125990,Kepler-777 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,3.755744260,Kepler-778 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,7.097142230,Kepler-779 b,,,Confirmed planets,16/05/10
transit,KOI-127 b is a transiting Saturn-mass planet in a 3.6 day orbit. It was found in the publicly available Kepler photometry from quarters 1-13 and has been confirmed independently with ground based spectroscopy. The planet has one of the lowest albedos of all known gas giants (less than 0.087).,,2013,,0.04501,3.5787087,Kepler-77 b,0.43,,Confirmed planets,14/04/03
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,0.677375160,Kepler-780 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,13.214073200,Kepler-781 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,158.685330800,Kepler-782 b,,,Confirmed planets,16/05/10
transit,This planet was discovered by Morton et al. 2016. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here are those reported by Morton et al. 2016 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2016,,,4.29264638,Kepler-783 b,,,Confirmed planets,16/05/10
transit,This planet was discovered by Armstrong et al. 2020. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here are those reported by Armstrong et al. 2020 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2020,,,7.05395000,Kepler-783 c,,,Confirmed planets,20/09/03
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,31.592264600,Kepler-784 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,1.973760930,Kepler-785 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,53.529348700,Kepler-786 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,0.928310500,Kepler-787 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,8.398462690,Kepler-788 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,8.638477250,Kepler-789 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,13.734698070,Kepler-790 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,14.553975900,Kepler-791 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,11.301192170,Kepler-792 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,4.241536390,Kepler-793 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,11.131251320,Kepler-794 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,29.619342100,Kepler-795 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,6.400876180,Kepler-796 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,27.072377110,Kepler-797 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,13.719333690,Kepler-798 b,,,Confirmed planets,16/05/10
transit,This planet was discovered by Morton et al. 2016. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here have been imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2016,0.000000,0.516700,133.46052350,Kepler-799 b,0.11900,,Confirmed planets,22/09/15
transit,This planet was discovered by Valizadegan et al. 2022. The discovery was made with a space based telescope (0.95 m Kepler Telescope). The parameters listed here have been imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2021,0.000000,0.121400,15.19419956,Kepler-799 c,0.02560,,Confirmed planets,22/09/15
transit,"Kepler-79 d has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-79 d are still unknown, the object is highly unlikely to be a false positive.",,2014,,,52.090590,Kepler-79 d,,,Confirmed planets,14/02/26
transit,"Kepler-79 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-79 c are still unknown, the object is highly unlikely to be a false positive.",,2014,,,27.401994,Kepler-79 c,,,Confirmed planets,14/02/26
transit,"Kepler-79 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-79 b are still unknown, the object is highly unlikely to be a false positive.",,2014,,,13.484686,Kepler-79 b,,,Confirmed planets,14/02/26
transit,"Kepler-79 e has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-79 e are still unknown, the object is highly unlikely to be a false positive.",,2014,,,81.065298,Kepler-79 e,,,Confirmed planets,14/02/26
transit,,,2010,0.1,0.06246,4.885525,Kepler-7 b,0.44,,Confirmed planets,15/12/03
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,14.131760260,Kepler-800 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,11.419282530,Kepler-801 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,40.058747300,Kepler-802 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,50.286381920,Kepler-803 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,14.374573510,Kepler-804 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,9.651850170,Kepler-804 c,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,30.863893100,Kepler-805 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,8.092196420,Kepler-806 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,117.931087810,Kepler-807 b,,,Confirmed planets,16/05/10
transit,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",,2016,,,0.631332350,Kepler-808 b,,,Confirmed planets,16/05/10
