distance,rightascension,name,constellation,declination,binaries,planets,stars
1030,19 02 41.4979,Kepler-91,Lyra,+44 07 00.2397,0.0,2.0,1.0
1031.14,18 57 11.2748,Kepler-920,Draco,+49 09 31.2462,0.0,2.0,1.0
960.246,18 58 27.8875,Kepler-921,Draco,+49 11 26.8395,0.0,1.0,1.0
544.751,18 58 55.5557,Kepler-922,Draco,+49 31 59.4510,0.0,1.0,1.0
1029.55,19 36 41.0605,Kepler-923,Cygnus,+40 03 18.5684,0.0,1.0,1.0
1085.78,19 22 40.4457,Kepler-924,Lyra,+40 23 51.7499,0.0,1.0,1.0
621.581,19 20 25.5741,Kepler-925,Lyra,+40 29 26.3096,0.0,1.0,1.0
945.626,19 18 43.0449,Kepler-926,Lyra,+40 42 01.6458,0.0,1.0,1.0
852.006,19 17 32.0393,Kepler-927,Lyra,+41 23 33.6873,0.0,1.0,1.0
516.289,19 19 40.9720,Kepler-928,Lyra,+41 32 34.1969,0.0,1.0,1.0
1361.66,19 53 55.4689,Kepler-929,Cygnus,+41 36 55.2145,0.0,1.0,1.0
869.565,19 53 15.4626,Kepler-930,Cygnus,+42 14 50.7594,0.0,1.0,1.0
,19 48 31.8358,Kepler-931,Cygnus,+42 46 05.6863,0.0,1.0,1.0
471.921,19 47 48.4952,Kepler-932,Cygnus,+43 16 19.0828,0.0,1.0,1.0
1047.34,19 18 16.4665,Kepler-933,Lyra,+43 32 18.9483,0.0,1.0,1.0
619.502,19 21 09.2324,Kepler-934,Cygnus,+43 45 19.1838,0.0,1.0,1.0
478.263,19 40 05.2053,Kepler-935,Cygnus,+46 37 09.0916,0.0,1.0,1.0
,19 34 18.6712,Kepler-936,Cygnus,+46 44 10.7114,0.0,1.0,1.0
1645.01,19 36 40.5134,Kepler-937,Cygnus,+46 42 52.5786,0.0,2.0,1.0
,19 39 09.3967,Kepler-938,Cygnus,+46 59 02.3740,0.0,1.0,1.0
,19 35 27.7450,Kepler-939,Cygnus,+47 01 36.5790,0.0,1.0,1.0
96.7,19 25 40.3888,Kepler-93,Lyra,+38 40 20.4113,0.0,2.0,1.0
1306.17,19 36 57.9054,Kepler-940,Cygnus,+47 16 33.3381,0.0,1.0,1.0
1122.46,19 37 18.3185,Kepler-941,Cygnus,+47 13 03.2443,0.0,1.0,1.0
217.718,19 39 49.2211,Kepler-942,Cygnus,+44 08 59.4368,0.0,1.0,1.0
1401.74,19 34 24.3086,Kepler-944,Cygnus,+42 22 47.2932,0.0,1.0,1.0
,19 25 04.7401,Kepler-945,Lyra,+42 05 45.7662,0.0,1.0,1.0
1174.95,20 03 43.1036,Kepler-946,Cygnus,+44 01 43.5413,0.0,1.0,1.0
,19 37 28.0165,Kepler-947,Cygnus,+42 15 09.5365,0.0,1.0,1.0
890.076,19 33 12.0562,Kepler-948,Cygnus,+41 31 23.9648,0.0,1.0,1.0
492.951,19 54 25.8847,Kepler-949,Cygnus,+46 27 13.2529,0.0,1.0,1.0
223.0,18 44 46.7441,Kepler-94,Lyra,+47 29 49.7467,0.0,2.0,1.0
,19 11 49.5819,Kepler-950,Lyra,+41 07 49.1155,0.0,1.0,1.0
386.757,19 10 57.0152,Kepler-951,Lyra,+38 06 52.4925,0.0,1.0,1.0
1354.83,19 01 29.2680,Kepler-952,Lyra,+41 59 38.0283,0.0,1.0,1.0
240.000,19 15 53.1929,Kepler-953,Cygnus,+44 37 28.3440,0.0,2.0,1.0
217.165,19 43 26.2521,Kepler-954,Cygnus,+47 56 22.2669,0.0,1.0,1.0
559.19,19 13 53.1511,Kepler-955,Lyra,+40 16 11.2571,0.0,1.0,1.0
553.649,19 30 07.4003,Kepler-956,Cygnus,+49 03 42.2270,0.0,1.0,1.0
844.381,19 20 37.5226,Kepler-957,Cygnus,+48 49 08.3452,0.0,1.0,1.0
455.685,19 09 01.6048,Kepler-958,Lyra,+46 04 00.3804,0.0,1.0,1.0
826.788,19 28 41.0831,Kepler-959,Cygnus,+40 48 40.9814,0.0,1.0,1.0
456.3,18 57 55.7885,Kepler-95,Lyra,+44 23 52.8170,0.0,1.0,1.0
287.274,18 45 49.7304,Kepler-960,Lyra,+46 44 47.2930,0.0,1.0,1.0
583.976,18 48 08.5183,Kepler-961,Lyra,+43 37 52.5090,0.0,1.0,1.0
416.441,19 41 15.1561,Kepler-962,Cygnus,+46 14 14.9841,0.0,1.0,1.0
788.83,19 47 00.7132,Kepler-963,Cygnus,+45 02 28.0180,0.0,1.0,1.0
460.617,19 41 12.0154,Kepler-964,Cygnus,+40 33 23.6991,0.0,1.0,1.0
592.733,19 54 03.6766,Kepler-965,Cygnus,+41 53 28.3224,0.0,1.0,1.0
1058.87,19 49 04.9437,Kepler-966,Cygnus,+50 07 18.5492,0.0,1.0,1.0
372.176,19 06 13.9383,Kepler-967,Lyra,+38 24 19.1779,0.0,2.0,1.0
290.3240000,19 02 25,Kepler-968,Draco,+50 06 43,0.0,3.0,1.0
394.804,19 13 29.3968,Kepler-969,Cygnus,+47 56 00.8084,0.0,2.0,1.0
128.0,19 48 16.7136,Kepler-96,Cygnus,+40 31 30.5223,0.0,1.0,1.0
334.739,19 18 30.0563,Kepler-970,Lyra,+40 42 31.4197,0.0,1.0,1.0
341.67,18 56 22.6993,Kepler-971,Lyra,+41 10 58.0800,0.0,1.0,1.0
1239.77,19 43 18.8857,Kepler-972,Cygnus,+43 25 31.6803,0.0,1.0,1.0
331.576,19 20 39.6681,Kepler-973,Cygnus,+49 55 25.9596,0.0,1.0,1.0
431.369,19 22 11.6473,Kepler-975,Lyra,+38 29 42.9959,0.0,1.0,1.0
1042.1,19 19 28.7185,Kepler-976,Cygnus,+46 43 46.9712,0.0,1.0,1.0
578.168,19 26 03.8920,Kepler-977,Lyra,+42 14 53.4412,0.0,1.0,1.0
,19 06 50.5775,Kepler-978,Lyra,+43 02 36.3092,0.0,1.0,1.0
586.166,20 01 29.1020,Kepler-979,Cygnus,+46 24 29.6593,0.0,1.0,1.0
414.4,19 09 18.3876,Kepler-97,Cygnus,+48 40 24.3654,0.0,2.0,1.0
988.631,19 38 27.1209,Kepler-980,Cygnus,+45 03 36.6187,0.0,1.0,1.0
900.82,19 16 59.7366,Kepler-981,Cygnus,+47 39 00.3542,0.0,1.0,1.0
820.277,19 13 40.2447,Kepler-982,Cygnus,+46 35 25.5676,0.0,1.0,1.0
,19 00 24.9761,Kepler-983,Lyra,+45 00 29.2870,0.0,1.0,1.0
466.374,19 47 50.1293,Kepler-984,Cygnus,+46 23 38.8524,0.0,1.0,1.0
692.857,19 20 34.6417,Kepler-985,Cygnus,+44 02 59.7058,0.0,1.0,1.0
557.134,19 32 22.5591,Kepler-986,Cygnus,+42 53 47.1695,0.0,1.0,1.0
938.703,19 17 38.6534,Kepler-987,Cygnus,+46 07 51.0700,0.0,1.0,1.0
307.569,19 22 50.0071,Kepler-988,Lyra,+42 14 14.0973,0.0,1.0,1.0
499.027,18 46 19.8976,Kepler-989,Lyra,+47 14 01.0670,0.0,1.0,1.0
437.2,19 02 38.7947,Kepler-98,Lyra,+37 57 52.1992,0.0,1.0,1.0
820.951,19 51 45.1757,Kepler-990,Cygnus,+46 52 53.0218,0.0,2.0,1.0
393.949,19 48 21.7558,Kepler-991,Cygnus,+49 37 35.6026,0.0,1.0,1.0
261.602,18 57 43.2716,Kepler-992,Lyra,+47 38 30.2595,0.0,1.0,1.0
327.397,19 30 27.3825,Kepler-993,Cygnus,+44 23 40.7223,0.0,1.0,1.0
189.186,19 16 17.3254,Kepler-994,Cygnus,+47 24 25.3965,0.0,1.0,1.0
620.424,18 58 27.7704,Kepler-995,Lyra,+39 07 51.6753,0.0,1.0,1.0
1260.4,19 27 39.0689,Kepler-996,Lyra,+41 32 01.0161,0.0,1.0,1.0
473.889,19 16 56.0159,Kepler-997,Cygnus,+49 56 20.2253,0.0,1.0,1.0
1015.13,19 47 00.9961,Kepler-998,Cygnus,+49 12 31.3713,0.0,1.0,1.0
553.618,19 58 38.5152,Kepler-999,Cygnus,+46 11 54.3540,0.0,1.0,1.0
221.3,19 49 24.9579,Kepler-99,Cygnus,+41 18 00.2128,0.0,1.0,1.0
650,19 02 17.7544,Kepler-9,Lyra,+38 24 03.1772,0.0,3.0,1.0
,19 09 33.4134,KIC 10001893,Lyra,+46 59 04.1077,0.0,3.0,1.0
,19 47 13,KIC 10024862,Cygnus,+46 56 04,0.0,1.0,1.0
,19 15 23.2931,KIC 10068024,Cygnus,+47 01 22.4329,0.0,1.0,1.0
1525.32,19 09 30.7413,KIC 10525077,Cygnus,+47 46 16.1536,0.0,2.0,1.0
66.5,18 54 30.7992,KIC 10905746,Draco,+48 23 27.6636,0.0,1.0,1.0
618.544,19 23 51.8899,KIC 12557548,Cygnus,+51 30 16.9835,0.0,1.0,1.0
1258.81,19 39 47.9634,KIC 3558849,Cygnus,+38 36 18.6271,0.0,2.0,1.0
,19 22 12,KIC 5095269(AB),Lyra,+40 14 06,0.0,1.0,1.0
1322.4,19 13 53.9653,KIC 5437945,Lyra,+40 39 04.8191,0.0,2.0,1.0
460.9569,19 57 18.1378,KIC 5479689,Cygnus,+40 38 17.5502,0.0,1.0,1.0
758.783,19 15 57.9791,KIC 5951458,Lyra,+41 13 22.9093,0.0,1.0,1.0
2472.8,18 57 05.7485,KIC 6185331,Lyra,+41 32 06.0871,0.0,1.0,1.0
406,18 52 02.914,KIC 7177553,Lyra,+42 43 16.52,3.0,1.0,4.0
360.5,19 25 16.7626,KIC 7821010,Lyra,+43 35 43.7098,0.0,1.0,1.0
1439.2631,19 57 44.3028,KIC 7917485,Cygnus,+43 37 57.4786,0.0,1.0,1.0
,18 58 55,KIC 8012732,Lyra,+43 51 51,0.0,1.0,1.0
721.8132,19 55 52.2801,KIC 8121913,Cygnus,+43 54 33.8265,0.0,1.0,1.0
124.8,19 34 58.0139,KIC 8435766,Cygnus,+44 26 53.9573,0.0,1.0,1.0
1106.32,18 49 30.6054,KIC 8540376,Lyra,+44 41 40.4949,0.0,2.0,1.0
476.3039,19 41 40.9196,KIC 9413313,Cygnus,+45 54 12.5890,0.0,1.0,1.0
500,18 52 58,KIC 9632895,Lyra,+46 22 42,1.0,1.0,2.0
1670.84,19 48 10.9012,KIC 9663113,Cygnus,+46 19 43.3285,0.0,2.0,1.0
6300.00,17 53 45,KMT-2016-BLG-0212L,Sagittarius,-29 05 13,0.0,1.0,1.0
6651.00,17 45 40,KMT-2016-BLG-1107L,Sagittarius,-26 01 54,0.0,1.0,1.0
6600.00,18 10 40,KMT-2016-BLG-1397L,Sagittarius,-24 51 28,0.0,1.0,1.0
6260.00,17 55 04,KMT-2016-BLG-1820L,Sagittarius,-29 31 01,0.0,1.0,1.0
7100.00,17 53 00,KMT-2016-BLG-1836L,Scorpius,-30 02 27,0.0,1.0,1.0
7010.00,17 52 27,KMT-2016-BLG-2142L,Sagittarius,-29 23 04,0.0,1.0,1.0
6440.00,17 42 52,KMT-2016-BLG-2364L,Ophiucus,-27 26 08,0.0,1.0,1.0
4880.00,17 44 51,KMT-2016-BLG-2397L,Sagittarius,-23 12 05,0.0,1.0,1.0
6421.0,17 59 18.00,KMT-2016-BLG-2605,Sagittarius,-26 58 55.00,0.0,1.0,1.0
4530.00,17 58 36,KMT-2017-BLG-0165L,Sagittarius,-28 08 01,0.0,1.0,1.0
5080.0000000,17 39 02,KMT-2017-BLG-0673L,Scorpius,-33 48 29,0.0,1.0,1.0
6000.00,17 44 41,KMT-2017-BLG-1038L,Sagittarius,-25 08 35,0.0,1.0,1.0
6500.00,17 56 25,KMT-2017-BLG-1146L,Scorpius,-33 08 33,0.0,1.0,1.0
7040.0,17 42 22.00,KMT-2017-BLG-2509,Ophiucus,-26 19 02.00,0.0,2.0,1.0
3380.00,17 37 53,KMT-2018-BLG-0029L,Ophiucus,-27 59 05,0.0,1.0,1.0
640.0,17 38 04.00,KMT-2018-BLG-0030,Ophiucus,-28 02 30.00,0.0,1.0,1.0
7020.0,17 37 18.00,KMT-2018-BLG-0087,Ophiucus,-27 49 55.00,0.0,1.0,1.0
6760.0,17 38 14.00,KMT-2018-BLG-0247,Ophiucus,-27 09 01.00,0.0,1.0,1.0
7300.00,17 51 30,KMT-2018-BLG-0748L,Scorpius,-30 38 47,0.0,1.0,1.0
6705.0000000,17 59 28,KMT-2018-BLG-1025L,Sagittarius,-27 52 41,0.0,1.0,1.0
3460.00,17 33 43,KMT-2018-BLG-1292L,Scorpius,-33 31 14,0.0,1.0,1.0
6200.0,18 17 08.00,KMT-2018-BLG-1743,Sagittarius,-26 21 35.00,0.0,1.0,1.0
5840.0,17 45 25.00,KMT-2018-BLG-1976L,Scorpius,-35 42 01.00,0.0,1.0,1.0
4200.0,17 41 08.00,KMT-2018-BLG-1988L,Scorpius,-35 35 41.00,0.0,1.0,1.0
967.00,17 53 44,KMT-2018-BLG-1990L,Sagittarius,-22 09 09,0.0,1.0,1.0
5910.0000000,17 54 43,KMT-2018-BLG-1996L,Sagittarius,-22 49 13,0.0,1.0,1.0
6980.0,17 53 43.00,KMT-2018-BLG-2004,Scorpius,-30 20 25.00,0.0,1.0,1.0
4310.0,17 49 35.00,KMT-2018-BLG-2602,Sagittarius,-21 58 34.00,0.0,1.0,1.0
4490.0,17 52 56.00,KMT-2018-BLG-2718,Scorpius,-30 13 06.00,0.0,1.0,1.0
4900.0,17 51 32.00,KMT-2019-BLG-0253,Sagittarius,-29 33 56.00,0.0,1.0,1.0
7010.0000000,17 53 32,KMT-2019-BLG-0371L,Scorpius,-31 33 18,0.0,1.0,1.0
4410.0000000,17 55 25,KMT-2019-BLG-0414L,Sagittarius,-21 53 44,0.0,1.0,1.0
3320.00,17 53 50,KMT-2019-BLG-0842L,Sagittarius,-29 52 39,0.0,1.0,1.0
6600.0,18 02 11.00,KMT-2019-BLG-1042,Sagittarius,-27 34 50.00,0.0,1.0,1.0
6120.00,17 42 58,KMT-2019-BLG-1339L,Ophiucus,-25 34 26,0.0,1.0,1.0
,17 58 23.00,KMT-2019-BLG-1552,Sagittarius,-27 34 01.00,0.0,1.0,1.0
3860.0,18 01 29.00,KMT-2019-BLG-1715,Sagittarius,-28 46 38.00,0.0,1.0,1.0
7040.00,17 56 28,KMT-2019-BLG-1953L,Sagittarius,-28 12 04,0.0,1.0,1.0
6100.0,17 51 25.00,KMT-2019-BLG-2974,Sagittarius,-29 25 23.00,0.0,1.0,1.0
3130.0000000,18 16 00,KMT-2021-BLG-0119L,Sagittarius,-29 44 38,0.0,1.0,1.0
4600.0,17 56 58.00,KMT-2021-BLG-0171L,Scorpius,-30 05 35.00,0.0,1.0,1.0
6600.0000000,17 50 19,KMT-2021-BLG-0240L,Sagittarius,-30 00 18,0.0,1.0,1.0
7000.0,17 50 19.00,KMT-2021-BLG-0240,Sagittarius,-30 00 18.00,0.0,2.0,1.0
6950.0,17 57 33.00,KMT-2021-BLG-0320,Scorpius,-30 30 14.00,0.0,1.0,1.0
3090.0,17 57 09.00,KMT-2021-BLG-0712,Scorpius,-31 11 04.00,0.0,1.0,1.0
6090.0,18 09 41.00,KMT-2021-BLG-0748,Sagittarius,-25 44 48.00,0.0,1.0,1.0
6480.0,17 42 29.00,KMT-2021-BLG-0909,Ophiucus,-27 38 21.00,0.0,1.0,1.0
6710.0,17 59 17.00,KMT-2021-BLG-0912,Sagittarius,-31 59 52.00,0.0,1.0,1.0
8240.0,17 45 57.00,KMT-2021-BLG-1077L,Scorpius,-33 50 34.00,0.0,2.0,1.0
4540.0,17 42 56.00,KMT-2021-BLG-1105,Ophiucus,-25 30 32.00,0.0,1.0,1.0
6649.0,17 50 28.00,KMT-2021-BLG-1253,Sagittarius,-29 16 45.00,0.0,1.0,1.0
6280.0000000,18 07 27,KMT-2021-BLG-1303L,Sagittarius,-29 16 54,0.0,1.0,1.0
6280.0,18 07 27.00,KMT-2021-BLG-1303,Sagittarius,-29 16 54.00,0.0,1.0,1.0
5970.0,17 37 57.00,KMT-2021-BLG-1372,Ophiucus,-28 08 54.00,0.0,1.0,1.0
7680.0000000,17 51 13,KMT-2021-BLG-1554L,Scorpius,-31 51 52,0.0,1.0,1.0
7680.0,17 51 13.00,KMT-2021-BLG-1554,Scorpius,-31 51 52.00,0.0,1.0,1.0
7200.0,17 58 19.00,KMT-2021-BLG-1689L,Sagittarius,-30 08 43.00,0.0,1.0,1.0
6900.0,17 42 46.00,KMT-2021-BLG-1898,Ophiucus,-27 22 33.00,0.0,1.0,1.0
5720.0,18 02 44.00,KMT-2021-BLG-1931,Sagittarius,-23 03 38.00,0.0,1.0,1.0
2500.0,17 57 14.00,KMT-2021-BLG-2478,Sagittarius,-26 06 07.00,0.0,1.0,1.0
538.387,19 35 13.0601,KOI-1194,Cygnus,+38 38 20.8121,0.0,3.0,1.0
900,19 24 54,KOI-1257,Cygnus,+44 55 38,1.0,1.0,2.0
870,19 33 07.73,KOI-1299,Cygnus,+48 17 09.2,1.0,2.0,2.0
403.99,19 49 48.8934,KOI-12,Cygnus,+41 00 39.6275,0.0,2.0,1.0
1950,19 00 57.8034,KOI-135,Lyra,+46 40 05.6648,0.0,1.0,1.0
385,19 24 35.5431,KOI-142,Lyra,+40 40 09.8098,0.0,3.0,1.0
1041.34,19 41 40.2991,KOI-1474,Cygnus,+51 11 05.1660,0.0,2.0,1.0
1168.99,19 53 29.7222,KOI-1599,Cygnus,+40 37 06.3792,0.0,2.0,1.0
89,18 59 08.6846,KOI-1612,Draco,+48 25 23.5989,0.0,1.0,1.0
887.81,19 17 21.9470,KOI-1783,Cygnus,+46 59 17.6343,0.0,2.0,1.0
725,19 31 25.3755,KOI-183,Cygnus,+46 23 28.2196,0.0,1.0,1.0
134.833,19 00 03.1450,KOI-1843,Lyra,+40 13 14.7985,0.0,3.0,1.0
704.771,19 26 13.6720,KOI-1860,Lyra,+39 13 38.2645,0.0,4.0,1.0
1680.75,19 43 14.2299,KOI-1873,Cygnus,+40 00 30.6331,0.0,2.0,1.0
650,19 21 25.9207,KOI-188,Lyra,+40 34 03.8549,0.0,1.0,1.0
1191.33,19 49 26.2389,KOI-1894,Cygnus,+49 47 51.0933,0.0,1.0,1.0
1100,19 13 01.0959,KOI-192,Lyra,+43 42 17.5223,0.0,1.0,1.0
880,19 17 44.3197,KOI-195,Cygnus,+49 28 24.3051,0.0,1.0,1.0
642.467,19 08 31.3446,KOI-201,Lyra,+42 21 00.6082,0.0,1.0,1.0
1870,19 50 22.4723,KOI-206,Cygnus,+40 58 38.1541,0.0,1.0,1.0
999.5,19 35 17.8273,KOI-2113,Cygnus,+42 46 46.8815,0.0,2.0,1.0
263.40,19 44 31.8713,KOI-2672,Cygnus,+48 58 38.5612,0.0,2.0,1.0
511.771,19 48 00.8488,KOI-2700,Cygnus,+44 46 30.3748,0.0,1.0,1.0
367.56,19 16 20.6547,KOI-285,Lyra,+41 33 46.6526,0.0,3.0,1.0
,19 52 36.021,KOI-2939,Cygnus,+40 39 22.23,2.0,1.0,3.0
114.07,19 21 31.5681,KOI-314,Lyra,+43 17 34.6803,0.0,3.0,1.0
418.445,19 51 50.7704,KOI-341,Cygnus,+48 14 39.7396,0.0,2.0,1.0
887.0640000,19 32 36.1974,KOI-3503,Cygnus,+41 43 45.2574,0.0,2.0,1.0
946.611,19 33 07.5832,KOI-3680,Cygnus,+45 18 34.8217,0.0,1.0,1.0
1200,19 23 25.1048,KOI-368,Lyra,+42 05 12.9135,0.0,1.0,1.0
589.92,19 25 33.0615,KOI-370,Cygnus,+44 31 44.7509,0.0,2.0,1.0
310.01,19 56 29.3872,KOI-372,Cygnus,+41 52 00.3179,0.0,2.0,1.0
1200,19 47 50.4745,KOI-423,Cygnus,+46 02 03.4991,0.0,1.0,1.0
2468.5,19 47 15.2875,KOI-428,Cygnus,+47 31 35.6652,0.0,1.0,1.0
240,19 40 28.1364,KOI-4427,Cygnus,+39 16 26.7578,0.0,1.0,1.0
347.814,19 04 54.7475,KOI-4878,Draco,+50 00 48.8083,0.0,1.0,1.0
1387.37,19 04 11.3086,KOI-523,Lyra,+45 03 11.5497,0.0,2.0,1.0
1180,19 45 25.4746,KOI-55,Cygnus,+41 05 33.8820,0.0,2.0,1.0
2070,19 29 08.9490,KOI-680,Cygnus,+43 11 50.1602,0.0,1.0,1.0
273.24,19 07 00.00,KOI-7913,Lyra,+45 09 31.00,0.0,1.0,1.0
924.9,19 01 08.0746,KOI-806,Lyra,+38 56 50.2186,0.0,3.0,1.0
720,19 22 19.6165,KOI-830,Lyra,+40 34 38.5639,0.0,1.0,1.0
229.63,19 24 11.6983,KOI-984,Lyra,+36 50 23.5543,0.0,1.0,1.0
264.69,11 00 40.1821,KPS-1,Ursa Major,+64 57 50.3451,0.0,1.0,1.0
4.0080160,22 27 59.5,Kruger 60,Cepheus,+57 41 45,1.0,0.0,2.0
25.17,23 20 07.5245,L 168-9,Tucana,-60 03 54.6445,0.0,1.0,1.0
10.623,08 10 08.00,L 98-59,Volans,-68 18 47.00,0.0,4.0,1.0
3.9709479,21 17 15.2688,Lacaille 8760,Microscopium,-38 52 03,0.0,0.0,1.0
14.9861000,00 45 00,LHS 1140,Cetus,-15 16 27,0.0,2.0,1.0
18.21,02 57 18.2591,LHS 1478,Cassiopeia,+76 33 11.2502,0.0,1.0,1.0
19.89,04 32 42.6348,LHS 1678,Caelum,-39 47 12.1473,0.0,2.0,1.0
29.87,06 04 20.3587,LHS 1815,Pictor,-55 18 46.8381,0.0,1.0,1.0
4.8351959,10 44 21.2334,LHS 288,Carina,-61 12 36,0.0,0.0,1.0
4.5637617,10 48 12.6142,LHS 292,Sextans,-11 20 14,0.0,0.0,1.0
14.90,22 41 58.1173,LHS 3844,Indus,-69 10 08.3209,0.0,1.0,1.0
12.48,19 29 54.00,LHS 475,Aquila,-82 33 16.00,0.0,1.0,1.0
145,04 39 17.7912,LkCa 15,Taurus,+22 21 03.3876,0.0,3.0,1.0
4.6352611,11 45 42.9,LP 145-141,Musca,-64 50 29,0.0,0.0,1.0
52.70,04 16 45.6005,LP 714-47,Eridanus,-12 05 02.4540,0.0,1.0,1.0
26.49,11 02 45.9543,LP 791-18,Crater,-16 24 22.2857,0.0,2.0,1.0
17.64,21 16 27.2842,LSPM J2116+0234,Equuleus,+02 34 51.3908,0.0,1.0,1.0
6.9,03 01 51.00,LTT 1445 A,Eridanus,-16 35 36.00,0.0,2.0,1.0
21.98,10 18 35.1370,LTT 3780,Hydra,-11 43 00.2415,0.0,2.0,1.0
80.62,23 54 40.2073,LTT 9779,Sculptor,-37 37 40.5235,0.0,1.0,1.0
1.9937982,10 49 15.57,Luhman 16,Vela,-53 19 06,1.0,0.0,2.0
2000,15 30 18.7,Lupus-TR 3,Lupus,-42 58 41.5,0.0,1.0,1.0
2.6953328,01 39 01.3,Luyten 726-8,Cetus,-17 57 01,1.0,0.0,2.0
188.70,21 10 12.3723,MASCARA-1,Equuleus,+10 44 19.9447,0.0,1.0,1.0
171.54,09 50 19.2005,MASCARA-4,Carina,-66 06 49.8925,0.0,1.0,1.0
149.6,21 04 49.00,MASCARA-5,Cepheus,+55 35 17.00,0.0,1.0,1.0
660,18 08 03.798,MOA-2007-BLG-192L,Sagittarius,-27 09 00.27,0.0,1.0,1.0
5800,18 09 41.98,MOA-2007-BLG-400L,Sagittarius,-29 13 26.95,0.0,1.0,1.0
770,17 54 14.530,MOA-2008-BLG-310L,Scorpius,-34 46 40.99,0.0,1.0,1.0
3300,17 58 49.44,MOA-2008-BLG-379L,Sagittarius,-30 11 48.95,0.0,1.0,1.0
3040,17 48 05.95,MOA-2009-BLG-266L,Scorpius,-35 00 19.48,0.0,1.0,1.0
6100,18 06 58.13,MOA-2009-BLG-319L,Sagittarius,-26 49 10.89,0.0,1.0,1.0
5690.00,17 53 51,MOA-2009-BLG-387L,Scorpius,-33 59 25,0.0,1.0,1.0
2800,18 10 11.342,MOA-2010-BLG-073L,Sagittarius,-26 31 22.544,0.0,1.0,1.0
3500,18 07 49.67,MOA-2010-BLG-117L,Sagittarius,-25 20 40.7,0.0,1.0,1.0
6000,18 08 49.98,MOA-2010-BLG-311L,Sagittarius,-25 57 04.27,0.0,1.0,1.0
810,17 57 59.12,MOA-2010-BLG-328L,Scorpius,-30 43 54.63,0.0,1.0,1.0
7170,18 05 12.94,MOA-2010-BLG-353L,Sagittarius,-27 17 35.64,0.0,1.0,1.0
2300,18 06 07.44,MOA-2010-BLG-477L,Sagittarius,-31 27 16.12,0.0,1.0,1.0
7380,18 03 24.96,MOA-2011-BLG-028L,Sagittarius,-29 12 48.3,0.0,1.0,1.0
7000.00,18 00 23,MOA-2011-BLG-262L,Sagittarius,-31 14 43,0.0,1.0,1.0
4400.00,17 55 28,MOA-2011-BLG-291L,Sagittarius,-29 10 14,0.0,1.0,1.0
7700,17 55 39.350,MOA-2011-BLG-293L,Sagittarius,-28 28 36.65,0.0,1.0,1.0
7560,18 04 53.6,MOA-2011-BLG-322L,Sagittarius,-27 13 15.4,0.0,1.0,1.0
5300,18 01 46.31,MOA-2012-BLG-006L,Sagittarius,-29 06 31.6,0.0,1.0,1.0
7210.00,17 52 34,MOA-2012-BLG-505L,Scorpius,-32 02 24,0.0,1.0,1.0
4500,18 03 56.470,MOA-2013-BLG-220L,Sagittarius,-29 32 40.78,0.0,1.0,1.0
3600,17 58 42.85,MOA-2013-BLG-605L,Sagittarius,-29 23 53.66,0.0,1.0,1.0
7200.0,18 00 19.00,MOA-2014-BLG-472,Sagittarius,-28 08 56.00,0.0,1.0,1.0
7100.00,18 07 48,MOA-2015-BLG-337L,Sagittarius,-28 10 13,0.0,1.0,1.0
6500,18 05 53.70,MOA-2016-BLG-227L,Sagittarius,-27 42 51.43,0.0,1.0,1.0
2850.0,17 53 12.00,MOA-2016-BLG-231,Scorpius,-30 11 32.00,0.0,1.0,1.0
6800.00,17 54 58,MOA-2016-BLG-319L,Sagittarius,-29 45 02,0.0,1.0,1.0
7900.0000000,17 53 42,MOA-2020-BLG-135L,Sagittarius,-29 48 27,0.0,1.0,1.0
7900.0,17 53 42.00,MOA-2020-BLG-135,Sagittarius,-29 48 27.00,0.0,1.0,1.0
5100,17 51 10.20,MOA-bin-1L,Sagittarius,-29 47 38.3,0.0,1.0,1.0
7120.00,17 57 30.3402,MOA-bin-29,Sagittarius,-29 44 12.2897,0.0,1.0,1.0
169.5,16 52 20.00,mu2 Sco,Scorpius,-38 01 03.00,0.0,1.0,1.0
15.3,17 44 08.7036,mu Arae,Ara,-51 50 02.5910,0.0,4.0,1.0
38.05,09 52 45.81654,mu Leo,Leo,+26 00 25.0319,0.0,1.0,1.0
766,07 37 09.2328,NGC 2423 3,Puppis,-13 54 23.9543,0.0,1.0,1.0
2200,12 24 35.4685,NGC 4349 No 127,Crux,-61 49 11.888,0.0,1.0,1.0
325,06 07 29.3376,NGTS-10,Lepus,-25 35 41.6760,0.0,1.0,1.0
191.5,01 34 05.00,NGTS-11,Cetus,-14 25 09.00,0.0,2.0,1.0
452.00,11 45 00,NGTS-12,Hydra,-35 38 26,0.0,1.0,1.0
657.0,11 44 58.00,NGTS-13,Centaurus,-38 08 23.00,0.0,1.0,1.0
325.1,21 54 04.00,NGTS-14,Grus,-38 22 39.00,1.0,1.0,2.0
791.0,04 53 25.00,NGTS-15,Caelum,-32 48 01.00,0.0,1.0,1.0
892.0,03 53 03.00,NGTS-16,Eridanus,-30 48 17.00,0.0,1.0,1.0
1047.0,04 51 36.00,NGTS-17,Caelum,-34 13 34.00,0.0,1.0,1.0
1108.0,12 02 11.00,NGTS-18,Hydra,-35 32 55.00,0.0,1.0,1.0
224,05 30 51.4522,NGTS-1,Columba,-36 37 50.8965,0.0,1.0,1.0
366.2,03 05 10.00,NGTS-20,Eridanus,-21 56 01.00,0.0,1.0,1.0
