distance,rightascension,name,constellation,declination,binaries,planets,stars
109.86,09 21 21.4159,HD 80653,Cancer,+14 22 04.5460,0.0,1.0,1.0
85.6,09 23 09.8220,HD 80869,Leo Minor,+33 54 19.1895,0.0,1.0,1.0
32.56,09 23 47.0873,HD 81040,Leo,+20 21 52.0281,0.0,1.0,1.0
85.8,09 28 39.98840,HD 81688,Ursa Major,+45 36 05.3344,0.0,1.0,1.0
268.97,09 37 05.2877,HD 81817,Draco,+81 19 34.9711,0.0,1.0,1.0
125,09 35 45.1827,HD 82886,Leo Minor,+34 46 50.6728,0.0,1.0,1.0
27.46,09 34 50.7352,HD 82943,Hydra,-12 07 46.3633,0.0,2.0,1.0
30.71,01 22 07.6137,HD 8326,Sculptor,-26 53 35.1581,0.0,1.0,1.0
43.54,09 37 11.8276,HD 83443,Vela,-43 16 19.9326,0.0,1.0,1.0
52.5,01 23 37.2360,HD 8535,Phoenix,-41 16 11.2800,0.0,1.0,1.0
33.96,09 50 02.4969,HD 85390,Vela,-49 47 24.9576,0.0,1.0,1.0
11.15,09 51 07.0520,HD 85512,Vela,-43 30 10.0219,0.0,1.0,1.0
44.2,01 25 12.5155,HD 8574,Pisces,+28 34 00.1015,0.0,1.0,1.0
91,09 56 05.9185,HD 86081,Sextans,-03 48 30.3233,0.0,1.0,1.0
45.57,09 56 29.8441,HD 86226,Hydra,-24 05 57.7957,0.0,2.0,1.0
72.6,09 56 57.8386,HD 86264,Hydra,-15 53 42.4229,0.0,1.0,1.0
36.1,01 26 08,HD 8673,Andromeda,+34 34 46,1.0,1.0,2.0
169.0,10 01 37.6089,HD 86950,Hydra,-17 19 58.8869,0.0,1.0,1.0
135.17,10 06 40.7804,HD 87646,Leo,+17 53 42.3458,0.0,1.0,1.0
18.1,10 08 43.1409,HD 87883,Leo Minor,+34 14 32.1487,0.0,1.0,1.0
74.5,10 10 07.6764,HD 88133,Leo,+18 11 12.7321,0.0,1.0,1.0
30.9,10 18 21.2874,HD 89307,Leo,+12 37 15.9919,0.0,1.0,1.0
132.80,10 18 41.0578,HD 89345,Leo,+10 07 44.5049,0.0,1.0,1.0
40,10 22 10,HD 89744,Ursa Major,+41 13 46,1.0,1.0,2.0
39.6,10 23 55.2739,HD 90156,Hydra,-29 38 43.9066,0.0,1.0,1.0
78.93,01 30 01.0023,HD 9174,Cetus,-19 36 16.2070,0.0,1.0,1.0
34.69,10 42 48.5280,HD 92788,Sextans,-02 11 01.5220,0.0,2.0,1.0
43.59,10 43 36.2772,HD 92987,Antlia,-39 03 30.5483,0.0,1.0,1.0
28.9,10 44 20.9151,HD 93083,Antlia,-33 34 37.2862,0.0,1.0,1.0
56.1630000,10 46 43,HD 93351,Sextans,-01 41 19,0.0,2.0,1.0
42.2,10 46 15.1160,HD 93385,Vela,-41 27 51.7261,0.0,2.0,1.0
82.34,10 51 07.00,HD 93963 A,Leo Minor,+25 38 28.00,0.0,2.0,1.0
53,01 33 20.1848,HD 9446,Triangulum,+29 15 54.5389,0.0,2.0,1.0
98.43,10 57 15.1142,HD 94834,Leo,+24 08 34.0151,0.0,1.0,1.0
83.8,10 57 03.0215,HD 95086,Carina,-68 40 02.4468,0.0,1.0,1.0
139,10 58 47.73629,HD 95089,Leo,+01 43 45.1758,0.0,2.0,1.0
327,10 59 35.08667,HD 95127,Ursa Major,+43 48 52.0823,0.0,1.0,1.0
36.97,10 59 26.3037,HD 95338,Vela,-56 37 22.9472,0.0,1.0,1.0
88.02,11 05 18.9816,HD 95544,Camelopardalis,+81 02 21.0624,0.0,1.0,1.0
57.24,01 33 17.1446,HD 9578,Sculptor,-38 14 42.0594,0.0,1.0,1.0
72.4,11 03 28.0904,HD 95872,Crater,-22 05 38.3449,0.0,1.0,1.0
158,11 04 44.4546,HD 96063,Leo,-02 30 47.5855,0.0,1.0,1.0
483,11 05 45.94825,HD 96127,Ursa Major,+44 18 05.6092,0.0,1.0,1.0
84,11 05 15.0687,HD 96167,Crater,-10 17 28.6946,0.0,1.0,1.0
25.6,11 07 54.4269,HD 96700,Hydra,-30 10 28.4451,0.0,2.0,1.0
401.6,11 10 23.2440,HD 96992,Ursa Major,+43 55 08.3275,0.0,1.0,1.0
185.00,11 08 03.3105,HD 97048,Chamaleon,-77 39 17.4911,0.0,1.0,1.0
21.11,11 14 33.1613,HD 97658,Leo,+25 42 37.3919,0.0,1.0,1.0
134,11 17 47.5531,HD 98219,Crater,-23 58 31.4951,0.0,1.0,1.0
47.1,00 14 10.2530,HD 984,Cetus,-07 11 56.8142,0.0,1.0,1.0
40.3,11 20 51.7687,HD 98649,Crater,-23 13 02.4250,0.0,1.0,1.0
32.48,11 21 49.3424,HD 98736,Leo,+18 11 24.0230,0.0,1.0,1.0
60.5,11 24 17.3586,HD 99109,Leo,-01 31 44.6634,0.0,1.0,1.0
,11 25 57.00,HD 99283,Ursa Major,+55 51 02.00,0.0,1.0,1.0
148.6,11 28 30.2136,HD 99706,Ursa Major,+43 57 59.6853,0.0,2.0,1.0
78.80,21 26 22.8744,HIP 105854,Microscopium,-37 49 45.9539,0.0,1.0,1.0
23.66,21 49 59.7858,HIP 107772,Grus,-41 14 42.1412,0.0,1.0,1.0
104,21 50 00.12563,HIP 107773,Indus,-64 42 45.1275,0.0,1.0,1.0
58.45,22 09 37.3996,HIP 109384,Cepheus,+71 18 51.5946,0.0,1.0,1.0
66.7,22 12 06.2522,HIP 109600,Pegasus,+29 03 56.9206,0.0,1.0,1.0
102.06,23 16 49.7048,HIP 114933,Aquarius,-21 12 11.1399,0.0,1.0,1.0
55.2,23 35 49.2850,HIP 116454,Pisces,+00 26 43.8427,0.0,1.0,1.0
57.3,02 33 49.02495,HIP 11915,Cetus,-19 36 42.5032,0.0,1.0,1.0
111,02 34 11.0485,HIP 11952,Cetus,-12 23 03.4454,0.0,2.0,1.0
23,02 46 42.8866,HIP 12961,Eridanus,-23 05 11.8024,0.0,1.0,1.0
701,02 47 37.4431,HIP 13044,Fornax,-36 06 27.0322,0.0,1.0,1.0
50.55,03 11 14.2302,HIP 14810,Aries,+21 05 50.4926,0.0,3.0,1.0
17.9352,09 48 49.00,HIP 3206,Leo Minor,+40 11 13.8197,0.0,1.0,1.0
22.85,07 05 42.00,HIP 34222,Gemini,+27 28 15.00,0.0,1.0,1.0
33.19,07 16 10.6750,HIP 35173,Monoceros,-03 39 57.2724,0.0,1.0,1.0
50.1677000,07 24 49,HIP 35965,Carina,-51 19 33,0.0,1.0,1.0
17.80,07 54 10.8827,HIP 38594,Puppis,-25 18 11.4205,0.0,2.0,1.0
116.0,08 26 28.00,HIP 41378,Cancer,+10 04 49.00,0.0,6.0,1.0
21.11,01 02 21.1343,HIP 4845,Cetus,-10 25 25.8942,0.0,1.0,1.0
10.53,09 56 08.6712,HIP 48714,Ursa Major,+62 47 18.4676,0.0,1.0,1.0
45,01 06 02.0494,HIP 5158,Cetus,-22 27 11.3534,0.0,2.0,1.0
18.73,11 07 27.7020,HIP 54373,Crater,-19 17 29.3556,0.0,2.0,1.0
25.4893000,11 22 05,HIP 55507,Ursa Major,+46 54 28,0.0,1.0,1.0
122.76,11 36 48.1837,HIP 56640,Centaurus,-37 02 20.6584,0.0,1.0,1.0
25.92,11 44 40.9643,HIP 57274,Ursa Major,+30 57 33.4508,0.0,3.0,1.0
31.93,23 39 00.00,HIP 5763,Pegasus,+16 29 40.00,0.0,1.0,1.0
135,12 57 31.9599,HIP 63242,Musca,-65 38 47.2594,0.0,1.0,1.0
54.08,13 03 39.00,HIP 63734,Virgo,-16 20 11.00,0.0,1.0,1.0
62.07,13 24 21.0389,HIP 65407,Canes Venatici,+48 53 06.3624,0.0,2.0,1.0
111.4,13 24 36.0982,HIP 65426,Centaurus,-51 29 44,0.0,1.0,1.0
136,13 30 25.27310,HIP 65891,Centaurus,-58 39 51.6746,0.0,1.0,1.0
61.89,00 00 45,HIP 65 A,Phoenix,-54 49 51,0.0,1.0,1.0
127.27,13 50 06.2796,HIP 67522,Centaurus,-40 50 08.8782,0.0,1.0,1.0
112.6,13 50 19.3959,HIP 67537,Centaurus,-39 05 57,0.0,1.0,1.0
66.0,13 53 52.06197,HIP 67851,Centaurus,-35 18 51.7033,0.0,2.0,1.0
99.9,14 01 03.6087,HIP 68468,Centaurus,-32 45 25.0201,0.0,2.0,1.0
24,14 29 19,HIP 70849,Lupus,-46 27 50,1.0,1.0,2.0
32.36,14 32 52.2201,HIP 71135,Lupus,-52 38 46.5568,0.0,1.0,1.0
91.6,15 18 17.3301,HIP 74890,Lupus,-41 34 46,0.0,1.0,1.0
81.86,15 20 41.4182,HIP 75092,Libra,-25 59 25.3948,0.0,1.0,1.0
31.5,15 24 55.7746,HIP 75458,Draco,+58 57 57.8344,0.0,1.0,1.0
11.8186,15 46 26.6144,HIP 77257,Serpens,+07 21 11.0416,0.0,1.0,1.0
156.7,16 01 55.4546,HIP 78530,Scorpius,-21 58 49.3975,0.0,1.0,1.0
146.30,16 08 44,HIP 79098,Scorpius,-23 41 08,1.0,1.0,2.0
14.4,16 12 41.7802,HIP 79431,Scorpius,-18 52 31.8112,0.0,1.0,1.0
169.0,01 50 06.3306,HIP 8541,Eridanus,-54 32 06,0.0,1.0,1.0
,17 37 11.00,HIP 86221,Hercules,+27 53 47.00,0.0,1.0,1.0
23.3189,18 15 32.4634,HIP 89474,Lyra,+45 12 33.5400,0.0,1.0,1.0
94.29,18 33 33.3862,HIP 90988,Telescopium,-50 12 41.7440,0.0,1.0,1.0
44.9,18 36 53.15422,HIP 91258,Draco,+61 42 09.0124,0.0,1.0,1.0
,19 10 58.00,HIP 94235,Pavo,-60 16 21.00,0.0,1.0,1.0
66.08,19 44 58.6388,HIP 97166,Draco,+74 03 45.8533,0.0,2.0,1.0
106,19 45 41.2747,HIP 97233,Aquila,-00 41 47.9249,0.0,1.0,1.0
18.4,21 44 31.3299,HN Peg,Pegasus,+14 46 18.9823,0.0,1.0,1.0
31.49,13 46 57.1225,HR 5183,Virgo,+06 21 01.3461,0.0,1.0,1.0
17.17,02 42 33.4664,HR 810,Horologium,-50 48 01.0562,0.0,1.0,1.0
31.99,02 51 56.2464,HR 858,Fornax,-30 48 52.2590,0.0,3.0,1.0
39.40,23 07 28.71507,HR 8799,Pegasus,+21 08 03.3053,0.0,4.0,1.0
,21 07 58,HU Aqr,Aquarius,-05 17 41,1.0,3.0,2.0
181,12 44 20.23731,HW Vir,Virgo,-08 40 16.8338,2.0,1.0,3.0
879.38,17 24 50,IC 4651 9122,Ara,-49 56 56,0.0,1.0,1.0
139.6,04 39 44.76,ITG 15B,Taurus,+26 01 54.91,0.0,1.0,1.0
220.0,08 21 40.8642,K2-105,Cancer,+13 29 51.1194,0.0,1.0,1.0
262.4,08 13 31.6510,K2-108,Cancer,+16 25 10.6097,0.0,1.0,1.0
111.000,13 49 23.8899,K2-110,Virgo,-12 17 04.1225,0.0,1.0,1.0
201.70,03 59 33.5382,K2-111,Taurus,+21 17 55.2437,0.0,2.0,1.0
484.80,08 31 31.9127,K2-114,Cancer,+11 55 20.1560,0.0,1.0,1.0
418.58,08 26 12.8235,K2-115,Cancer,+12 16 54.9992,0.0,1.0,1.0
49.46,22 24 36.3824,K2-116,Aquarius,-11 34 43.2858,0.0,1.0,1.0
101.95,08 55 25.3640,K2-117,Cancer,+10 28 08.9036,0.0,2.0,1.0
324.70,08 48 30.4546,K2-118,Cancer,+15 39 21.5303,0.0,1.0,1.0
369.66,08 48 02.3359,K2-119,Cancer,+16 54 06.7063,0.0,1.0,1.0
289.54,08 48 34.3170,K2-120,Cancer,+17 11 26.4692,0.0,1.0,1.0
160.500,08 27 44.8140,K2-121,Cancer,+17 34 45.8040,0.0,1.0,1.0
72.19,08 25 54.3164,K2-122,Cancer,+20 21 34.4484,0.0,1.0,1.0
162.36,08 57 46.6064,K2-123,Cancer,+21 27 12.7018,0.0,1.0,1.0
140.40,08 54 33.8863,K2-124,Cancer,+23 07 58.4305,0.0,1.0,1.0
124.60,13 36 34.1068,K2-125,Virgo,-14 56 51.3823,0.0,1.0,1.0
59.580,13 34 11.1700,K2-126,Virgo,-13 34 36.9664,0.0,1.0,1.0
723.97,13 48 18.8145,K2-127,Virgo,-11 35 20.3549,0.0,1.0,1.0
1857.000,13 37 45.0385,K2-128,Virgo,-08 35 49.4411,0.0,1.0,1.0
27.82,19 16 35.5928,K2-129,Sagittarius,-25 38 41.9270,0.0,1.0,1.0
73.610,19 21 04.8630,K2-130,Sagittarius,-19 41 26.9104,0.0,1.0,1.0
171.600,12 11 00.3783,K2-131,Virgo,-09 45 54.7777,0.0,1.0,1.0
75.20,04 40 35.6389,K2-133,Taurus,+25 00 36.0471,0.0,4.0,1.0
59.4,04 29 38.993,K2-136,Taurus,+22 52 57.80,1.0,3.0,2.0
202.59,23 15 48,K2-138,Aquarius,-10 50 59,0.0,6.0,1.0
61.98,23 23 39.9710,K2-141,Pisces,-01 11 21.4507,0.0,2.0,1.0
79.31,08 40 06.4242,K2-146,Cancer,+19 05 34.4295,0.0,2.0,1.0
88.00,19 35 19.9648,K2-147,Sagittarius,-28 29 52.2232,0.0,1.0,1.0
121.00,00 58 04.2758,K2-148,Cetus,-00 11 35.3632,0.0,3.0,1.0
118.00,00 39 17.2527,K2-149,Pisces,+07 16 37.5360,0.0,1.0,1.0
110.00,01 13 22.6049,K2-150,Pisces,+08 59 15.1555,0.0,1.0,1.0
69.61,01 17 13.0875,K2-151,Pisces,+09 30 05.0083,0.0,1.0,1.0
108.70,12 06 31.8743,K2-152,Virgo,-05 49 38.6817,0.0,1.0,1.0
143.60,12 15 14.2068,K2-153,Virgo,+02 01 15.4048,0.0,1.0,1.0
129.80,12 36 00.3633,K2-154,Virgo,-02 40 10.1022,0.0,2.0,1.0
82.00,04 21 52.4847,K2-155,Taurus,+21 21 12.9376,0.0,3.0,1.0
74.950,12 10 48.0492,K2-156,Virgo,-06 17 39.1580,0.0,1.0,1.0
294.600,12 15 00.3208,K2-157,Virgo,-05 46 55.1454,0.0,1.0,1.0
198.20,11 59 46,K2-158,Virgo,-05 43 18,0.0,2.0,1.0
158.800,12 02 09.8149,K2-159,Virgo,-03 34 50.8482,0.0,1.0,1.0
396.200,12 16 13.1008,K2-160,Virgo,-03 33 11.1252,0.0,1.0,1.0
735.900,12 15 10.5241,K2-161,Virgo,-03 29 44.2346,0.0,1.0,1.0
122.200,12 24 09.2780,K2-162,Virgo,-01 06 40.8557,0.0,1.0,1.0
201.200,12 09 19.0393,K2-163,Virgo,-00 32 20.5890,0.0,1.0,1.0
253.000,11 27 44.0798,K2-164,Leo,+00 03 46.22,0.0,1.0,1.0
120.200,12 19 36.0869,K2-165,Virgo,+00 58 06.2031,0.0,3.0,1.0
481.00,12 20 45,K2-166,Virgo,+02 16 57,0.0,2.0,1.0
81.300,22 26 18.1896,K2-167,Aquarius,-18 00 40.2192,0.0,1.0,1.0
245.56,22 12 26.3780,K2-168,Aquarius,-16 20 30.3307,0.0,2.0,1.0
339.900,22 28 10.6223,K2-169,Aquarius,-14 35 57.7998,0.0,1.0,1.0
338.19,11 40 23.3403,K2-16,Virgo,+04 33 26.4165,0.0,3.0,1.0
496.800,22 21 48.1723,K2-170,Aquarius,-14 35 35.8435,0.0,2.0,1.0
44.940,22 09 21.7945,K2-171,Aquarius,-13 25 43.9271,0.0,1.0,1.0
272.200,22 21 14.0088,K2-172,Aquarius,-12 33 24.8473,0.0,2.0,1.0
302.000,04 01 29.9880,K2-173,Taurus,+15 37 30.1648,0.0,1.0,1.0
122.300,04 03 10.2791,K2-174,Taurus,+16 20 50.7614,0.0,1.0,1.0
224.700,03 30 00.8487,K2-175,Taurus,+17 35 03.1291,0.0,1.0,1.0
272.300,03 53 04.5985,K2-176,Taurus,+17 54 25.4894,0.0,1.0,1.0
459.100,03 40 55.0950,K2-177,Taurus,+20 44 09.9058,0.0,1.0,1.0
373.500,03 31 33.3330,K2-178,Taurus,+22 26 05.5137,0.0,1.0,1.0
210.400,03 55 11.2554,K2-179,Taurus,+23 45 24.4755,0.0,1.0,1.0
187.800,08 25 51.3439,K2-180,Cancer,+10 14 49.0620,0.0,1.0,1.0
305.400,08 30 12.9686,K2-181,Cancer,+10 54 37.0356,0.0,1.0,1.0
156.600,08 40 43.2796,K2-182,Cancer,+10 58 58.6012,0.0,1.0,1.0
589.900,08 20 01.7184,K2-183,Cancer,+14 01 10.0710,0.0,3.0,1.0
72.710,08 36 33.6295,K2-184,Cancer,+14 27 42.9697,0.0,1.0,1.0
372.500,08 41 02.3166,K2-185,Cancer,+14 41 25.1746,0.0,1.0,1.0
335.500,09 01 20.3947,K2-186,Cancer,+18 49 31.5665,0.0,1.0,1.0
320.700,08 50 05.6681,K2-187,Cancer,+23 11 33.3712,0.0,4.0,1.0
484.300,08 39 15.2733,K2-188,Cancer,+23 21 26.9328,0.0,2.0,1.0
259.500,13 34 29.1154,K2-189,Virgo,-15 02 10.6339,0.0,2.0,1.0
145.800,13 41 27.2528,K2-190,Virgo,-13 09 39.3111,0.0,2.0,1.0
297.500,13 26 33.4003,K2-191,Virgo,-12 48 23.6249,0.0,1.0,1.0
257.800,13 46 19.7439,K2-192,Virgo,-11 33 22.5211,0.0,1.0,1.0
369.800,13 40 56.8930,K2-193,Virgo,-11 00 33.4869,0.0,1.0,1.0
626.400,13 38 26.1424,K2-194,Virgo,-08 55 37.7488,0.0,1.0,1.0
499.800,13 19 19.5635,K2-195,Virgo,-08 30 34.1363,0.0,2.0,1.0
435.700,13 21 49.5148,K2-196,Virgo,-08 28 18.1527,0.0,1.0,1.0
269.300,13 29 34.4834,K2-197,Virgo,-07 22 26.3719,0.0,1.0,1.0
110.91,13 15 22.5217,K2-198,Virgo,-06 27 53.6201,0.0,3.0,1.0
110.000,13 55 36.4097,K2-199,Virgo,-06 08 10.1353,0.0,2.0,1.0
183.900,13 29 00.3812,K2-200,Virgo,-04 36 36.7981,0.0,1.0,1.0
5200.0,17 59 31.00,K2-2016-BLG-0005L,Sagittarius,-27 36 27.00,0.0,1.0,1.0
1666.000,19 34 14.5741,K2-201,Sagittarius,-23 07 51.9650,0.0,2.0,1.0
771.700,18 53 03.4244,K2-202,Sagittarius,-22 24 25.3382,0.0,1.0,1.0
803.700,00 51 05.6974,K2-203,Cetus,-01 11 45.1932,0.0,1.0,1.0
482.600,01 09 31.8053,K2-204,Cetus,+00 31 03.43,0.0,1.0,1.0
420.900,01 00 52.1970,K2-205,Cetus,+00 25 33.6058,0.0,1.0,1.0
255.300,00 45 01.5155,K2-206,Cetus,+00 35 35.7498,0.0,1.0,1.0
358.500,00 46 47.9286,K2-207,Cetus,+00 38 26.8996,0.0,1.0,1.0
271.900,01 23 06.9826,K2-208,Cetus,+00 53 21.0376,0.0,1.0,1.0
69.170,00 58 45.7609,K2-209,Cetus,+01 23 01.6747,0.0,1.0,1.0
179.200,01 10 33.8315,K2-210,Cetus,+01 34 41.7944,0.0,1.0,1.0
272.000,01 24 25.4277,K2-211,Cetus,+01 42 17.8334,0.0,1.0,1.0
63.630,01 13 41.6160,K2-212,Pisces,+03 05 48.9742,0.0,1.0,1.0
336.100,00 52 33.6770,K2-213,Pisces,+03 30 27.9318,0.0,1.0,1.0
234.700,00 59 30.2608,K2-214,Pisces,+04 13 40.2523,0.0,1.0,1.0
473.100,01 13 52.8257,K2-215,Pisces,+06 07 26.0801,0.0,1.0,1.0
1159.000,00 45 55.2585,K2-216,Pisces,+06 20 49.1444,0.0,1.0,1.0
441.100,00 45 11.6125,K2-217,Pisces,+06 28 53.6708,0.0,1.0,1.0
440.500,00 51 14.3190,K2-218,Pisces,+06 50 47.2822,0.0,1.0,1.0
280.500,00 51 22.8638,K2-219,Pisces,+08 52 03.5010,0.0,3.0,1.0
231.300,00 51 04.7696,K2-220,Pisces,+09 31 00.4844,0.0,1.0,1.0
344.100,01 06 37.1952,K2-221,Pisces,+10 11 22.8507,0.0,1.0,1.0
98.750,01 05 50.9465,K2-222,Pisces,+11 45 12.3412,0.0,1.0,1.0
323.200,12 21 13.4761,K2-223,Virgo,-10 16 55.2961,0.0,2.0,1.0
277.70,12 38 49,K2-224,Virgo,-10 03 38,0.0,2.0,1.0
400.200,12 26 09.9028,K2-225,Virgo,-09 37 29.2345,0.0,1.0,1.0
470.900,12 14 34.9827,K2-226,Virgo,-09 33 45.4941,0.0,1.0,1.0
277.900,12 43 47.6397,K2-227,Virgo,-08 28 41.8442,0.0,1.0,1.0
138.400,12 29 10.7423,K2-228,Virgo,-06 50 03.3441,0.0,1.0,1.0
114.700,12 27 29.5848,K2-229,Virgo,-06 43 18.7660,0.0,2.0,1.0
497.600,12 45 27.1694,K2-230,Virgo,-06 34 33.9987,0.0,1.0,1.0
295,19 16 22.0388,K2-231,Sagittarius,-15 46 15.9810,0.0,1.0,1.0
131.21,04 55 03.9625,K2-232,Taurus,+18 39 16.3104,0.0,1.0,1.0
67.64,15 21 55.1981,K2-233,Libra,-20 13 53.9874,0.0,3.0,1.0
309.50,16 55 04.5335,K2-237,Ophiucus,-28 42 38.0147,0.0,1.0,1.0
453.00,23 10 49.0455,K2-238,Aquarius,-07 51 27.0779,0.0,1.0,1.0
49.00,10 42 22.6341,K2-239,Sextans,+04 26 28.8886,0.0,3.0,1.0
70.00,15 11 23.9073,K2-240,Libra,-17 52 30.7961,0.0,2.0,1.0
149.60,12 04 57.3907,K2-241,Virgo,-06 48 18.1574,0.0,1.0,1.0
109.60,11 59 20.6093,K2-242,Virgo,-06 31 04.2042,0.0,1.0,1.0
269.20,12 04 29.1381,K2-243,Virgo,-04 53 57.1714,0.0,2.0,1.0
214.00,12 13 52.5346,K2-244,Virgo,-03 49 54.8212,0.0,1.0,1.0
463.40,12 20 43.6017,K2-245,Virgo,-01 35 27.2365,0.0,1.0,1.0
723.10,12 06 31.1289,K2-246,Virgo,-01 09 37.9852,0.0,1.0,1.0
260.20,12 35 34.4830,K2-247,Virgo,-10 04 09.2240,0.0,2.0,1.0
410.50,12 11 16.1397,K2-248,Virgo,-09 24 50.5236,0.0,1.0,1.0
528.30,12 13 28.0066,K2-249,Virgo,-08 59 42.7247,0.0,1.0,1.0
417.60,12 20 07.6229,K2-250,Virgo,-08 58 32.8261,0.0,1.0,1.0
147.70,12 42 45.4062,K2-251,Virgo,-08 32 09.2580,0.0,1.0,1.0
229.90,12 09 27.9281,K2-252,Virgo,-08 18 34.2591,0.0,1.0,1.0
901.80,12 24 20.4928,K2-253,Virgo,-06 22 44.0154,0.0,1.0,1.0
229.40,12 22 12.1833,K2-254,Virgo,-04 43 02.0577,0.0,2.0,1.0
192.40,12 39 39.1153,K2-255,Virgo,-03 22 13.9639,0.0,1.0,1.0
580.50,12 24 54.5160,K2-256,Virgo,-02 03 57.3865,0.0,1.0,1.0
64.10,12 33 06.8369,K2-257,Virgo,-01 57 11.3892,0.0,1.0,1.0
675.20,12 30 31.5211,K2-258,Virgo,-01 09 39.2421,0.0,1.0,1.0
422.10,12 27 12.6448,K2-259,Virgo,+01 34 00.6610,0.0,1.0,1.0
676.32,05 07 28.1588,K2-260,Taurus,+16 52 03.7950,0.0,1.0,1.0
214.58,10 52 07.7793,K2-261,Leo,+00 29 36.0856,0.0,1.0,1.0
163.23,08 38 43.7695,K2-263,Cancer,+15 40 50.2491,0.0,1.0,1.0
187.00,08 45 26.0461,K2-264,Cancer,+19 41 54.4462,0.0,2.0,1.0
139.22,22 48 07.5636,K2-265,Aquarius,-14 29 40.8423,0.0,1.0,1.0
77.16,10 31 44.5057,K2-266,Sextans,+00 56 15.2683,0.0,4.0,1.0
327.7830000,08 54 50,K2-268,Cancer,+11 50 54,0.0,5.0,1.0
362.07,08 40 37.2579,K2-269,Cancer,+13 00 52.8986,0.0,1.0,1.0
93,06 16 49.5753,K2-26,Gemini,+24 35 46.7931,0.0,1.0,1.0
283.53,08 45 03.9866,K2-270,Cancer,+13 32 59.3889,0.0,2.0,1.0
571.47,08 20 53.7289,K2-271,Cancer,+16 05 27.4003,0.0,1.0,1.0
426.57,08 50 29.0688,K2-272,Cancer,+17 32 32.7831,0.0,1.0,1.0
310.60,08 39 06.4897,K2-273,Cancer,+19 00 36.0998,0.0,1.0,1.0
232.82,08 37 07.7860,K2-274,Cancer,+20 23 57.7094,0.0,1.0,1.0
124.09,08 48 40.7764,K2-275,Cancer,+20 27 18.3008,0.0,2.0,1.0
489.88,08 23 48.6630,K2-276,Cancer,+22 38 02.4661,0.0,1.0,1.0
113.53,13 28 03.9915,K2-277,Virgo,-15 56 16.1503,0.0,1.0,1.0
804.13,13 33 12.4281,K2-278,Virgo,-14 30 14.6030,0.0,1.0,1.0
183.80,13 39 07.1208,K2-279,Virgo,-06 02 29.4997,0.0,1.0,1.0
396.90,19 26 22.8813,K2-280,Sagittarius,-22 14 51.5516,0.0,1.0,1.0
466.11,01 04 54.5697,K2-281,Pisces,+07 16 09.1656,0.0,1.0,1.0
502.28,00 53 43.6832,K2-282,Pisces,+07 59 43.1396,0.0,2.0,1.0
408.24,00 52 46.6598,K2-283,Pisces,+09 41 34.5319,0.0,1.0,1.0
107.60,05 16 33.7637,K2-284,Taurus,+20 15 18.3644,0.0,1.0,1.0
155.65,23 17 32.2274,K2-285,Pisces,+01 18 01.0729,0.0,4.0,1.0
76.32,15 33 28.6942,K2-286,Libra,-16 46 23.7231,0.0,1.0,1.0
159.05,15 32 17.8467,K2-287,Libra,-22 21 29.7634,0.0,1.0,1.0
65.72,03 41 46,K2-288,Taurus,+18 16 08,1.0,1.0,2.0
270.70,16 26 34.3299,K2-289,Ophiucus,-15 47 32.5647,0.0,1.0,1.0
274.99,15 39 25.8623,K2-290,Libra,-20 11 55.7692,0.0,2.0,1.0
90.29,05 05 46.9914,K2-291,Taurus,+21 32 55.0212,0.0,1.0,1.0
114.29,13 41 30.3033,K2-292,Virgo,-09 56 45.8791,0.0,1.0,1.0
396.64,23 26 25.5257,K2-293,Aquarius,-06 01 40.3188,0.0,1.0,1.0
377.04,23 28 12.3956,K2-294,Aquarius,-07 36 13.2953,0.0,1.0,1.0
225.70,01 18 26.3767,K2-295,Pisces,+06 49 00.7616,0.0,1.0,1.0
,05 13 21.3913,K2-308,Taurus,+16 24 51.0694,0.0,1.0,1.0
336.3,03 29 22.0746,K2-30,Taurus,+22 17 57.8741,0.0,1.0,1.0
56.80,15 12 05,K2-315,Libra,-20 06 31,0.0,1.0,1.0
112.84,15 34 30,K2-316,Libra,-23 15 33,0.0,2.0,1.0
177.08,15 14 29,K2-317,Libra,-21 01 22,0.0,1.0,1.0
148.49,15 29 47,K2-318,Libra,-17 33 26,0.0,1.0,1.0
210.56,11 07 12,K2-319,Leo,+03 02 24,0.0,1.0,1.0
109.07,10 53 01,K2-320,Leo,+05 18 24,0.0,1.0,1.0
77.86,10 25 37,K2-321,Sextans,+02 30 52,0.0,1.0,1.0
123.86,10 26 29,K2-322,Sextans,+04 45 50,0.0,1.0,1.0
118.72,10 37 41,K2-323,Sextans,+06 17 09,0.0,1.0,1.0
137.18,10 30 29,K2-324,Leo,+06 51 49,0.0,1.0,1.0
111.98,23 35 40,K2-325,Aquarius,-07 41 12,0.0,1.0,1.0
284.58,23 26 27,K2-326,Pisces,+01 20 15,0.0,1.0,1.0
158.39,16 49 42.2601,K2-32,Ophiucus,-19 32 34.1500,0.0,4.0,1.0
160.1250000,08 27 35,K2-330,Cancer,+11 40 03,0.0,1.0,1.0
211.4300000,08 50 57,K2-331,Cancer,+13 10 13,0.0,2.0,1.0
123.2020000,09 03 32,K2-332,Cancer,+14 15 02,0.0,1.0,1.0
343.9900000,09 07 09,K2-333,Cancer,+15 12 20,0.0,1.0,1.0
371.8230000,09 05 57,K2-334,Cancer,+16 19 32,0.0,1.0,1.0
